('Total Revenue', '94,399,000', '85,965,000', '70,697,000', '55,838,000', '40,653,000')
         335648 function calls (327492 primitive calls) in 1.116 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      649    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       22    0.000    0.000    0.000    0.000 util.py:14(lower)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
     1324    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      276    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:4(<module>)
      153    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:4(<module>)
      270    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:4(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:547(_get_mixins_)
      135    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       48    0.000    0.000    0.000    0.000 _collections_abc.py:848(__iter__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
       98    0.000    0.000    0.000    0.000 element.py:1943(_normalize_search_value)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
      276    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      208    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:904(_missing_)
      234    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
      237    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        5    0.000    0.000    0.000    0.000 enum.py:914(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
      235    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      236    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       16    0.000    0.000    0.000    0.000 enum.py:594(_find_new_)
      106    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
      679    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      133    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
      461    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      909    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      153    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      908    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      679    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      268    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 element.py:1905(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:993(_decompose)
      942    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      133    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
      104    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       42    0.000    0.000    0.000    0.000 enum.py:558(_find_data_type)
       48    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
      130    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
      136    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
       53    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.000    0.000 element.py:1666(decode_contents)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 element.py:925(output_ready)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        3    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
      311    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       80    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      172    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      251    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      336    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 request.py:315(Request)
        1    0.000    0.000    0.000    0.000 util.py:73(find_spec)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
       23    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 random.py:117(__init__)
      701    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
      217    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1274(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 client.py:237(__init__)
       29    0.000    0.000    0.000    0.000 __init__.py:91(_replace_charref)
      462    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10a8c5700}
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:493(_real_close)
      309    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      349    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x10a8fc8b0}
        5    0.000    0.000    0.000    0.000 financial-enhanced.py:42(get_price)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
      133    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
       36    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      162    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 element.py:1438(__getattr__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
       60    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      339    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1585(<setcomp>)
      311    0.000    0.000    0.000    0.000 css_parser.py:303(get_name)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 request.py:299(request_host)
      106    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1011(__init__)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
      214    0.000    0.000    0.000    0.000 enum.py:768(value)
      207    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:537(_check_for_existing_members)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        7    0.000    0.000    0.000    0.000 message.py:462(get)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
      159    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       92    0.000    0.000    0.000    0.000 os.py:758(decode)
      130    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       47    0.000    0.000    0.000    0.000 element.py:1202(string)
        1    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
       48    0.000    0.000    0.000    0.000 os.py:697(__iter__)
       48    0.000    0.000    0.000    0.000 os.py:754(encode)
       96    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:440(reset)
       16    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2034(getLogger)
        2    0.000    0.000    0.000    0.000 dammit.py:282(encodings)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:621(_validate_hash_pyc)
       75    0.000    0.000    0.000    0.000 element.py:1376(get)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:658(_code_to_timestamp_pyc)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:757(create_module)
        1    0.000    0.000    0.000    0.000 css_parser.py:653(parse_pseudo_nth)
       16    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:391(__getattr__)
        4    0.000    0.000    0.000    0.000 client.py:1209(putheader)
      159    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
    74/73    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1053(putrequest)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:678(__init__)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 ssl.py:1193(sendall)
        3    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
       17    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
       14    0.000    0.000    0.000    0.000 css_parser.py:450(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
        1    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.000    0.000 dammit.py:348(find_declared_encoding)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
       19    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      105    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        5    0.000    0.000    0.000    0.000 financial-enhanced.py:31(str_to_camel_style)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
      121    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:777(__init__)
        3    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 threading.py:922(_set_native_id)
        5    0.000    0.000    0.000    0.000 financial-enhanced.py:11(price_formatting)
       98    0.000    0.000    0.000    0.000 enum.py:527(<lambda>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(spec_from_loader)
      106    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1036(get_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       95    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       39    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 element.py:1060(Tag)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       53    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
       19    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
        1    0.000    0.000    0.000    0.000 ssl.py:1166(send)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:846(create_module)
       68    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:307(__init__)
       78    0.000    0.000    0.000    0.000 element.py:1456(__eq__)
       50    0.000    0.000    0.000    0.000 enum.py:414(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        1    0.000    0.000    0.000    0.000 dammit.py:389(UnicodeDammit)
       53    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 __init__.py:51(lookup)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:816(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
       37    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        5    0.000    0.000    0.000    0.000 financial-enhanced.py:37(<listcomp>)
        9    0.000    0.000    0.000    0.000 css_types.py:331(pickle_register)
       34    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        2    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:65(__init__)
        4    0.000    0.000    0.000    0.000 formatter.py:119(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        8    0.000    0.000    0.000    0.000 formatter.py:48(__init__)
        1    0.000    0.000    0.000    0.000 element.py:199(format_string)
        2    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        1    0.000    0.000    0.000    0.000 client.py:411(close)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 request.py:1267(do_request_)
       16    0.000    0.000    0.000    0.000 request.py:613(__lt__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1160(__init__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 _collections_abc.py:504(__subclasshook__)
        1    0.000    0.000    0.000    0.000 formatter.py:75(substitute)
        1    0.000    0.000    0.000    0.000 threading.py:766(Thread)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:503(_calc_mode)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 client.py:768(HTTPConnection)
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x10a9033a0}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 css_types.py:256(__init__)
       16    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:477(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 dammit.py:245(__init__)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 request.py:1078(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:759(get)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
       53    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:537(find_codec)
        1    0.000    0.000    0.000    0.000 socket.py:513(family)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 client.py:377(_check_close)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        3    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
       48    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
       13    0.000    0.000    0.000    0.000 enum.py:419(__members__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 client.py:423(flush)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        1    0.000    0.000    0.000    0.000 request.py:1693(URLopener)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:372(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 threading.py:925(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:69(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 client.py:926(close)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 dammit.py:553(_codec)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
       45    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 __meta__.py:138(_get_canonical)
        6    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:410(__iter__)
       28    0.000    0.000    0.000    0.000 __init__.py:595(__missing__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
       16    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 formatter.py:104(attributes)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:129(__init__)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 request.py:1332(<dictcomp>)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:82(add)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:246(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        2    0.000    0.000    0.000    0.000 element.py:2162(__init__)
        2    0.000    0.000    0.000    0.000 formatter.py:126(__init__)
        6    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 css_match.py:459(_Match)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:74(_pack_uint32)
        9    0.000    0.000    0.000    0.000 request.py:606(add_parent)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:766(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
       35    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:581(__init__)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 __init__.py:41(register)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 parse.py:411(_splitnetloc)
        4    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 css_match.py:1461(SoupSieve)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 socket.py:503(detach)
        3    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        1    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:766(__contains__)
